filler	51	-	Y	\qitem{Der Maler, der im Verzug war, wollte gerade das letzte Zimmer streichen, als er von der Leiter fiel.}{Wurde hier gesagt oder möglicherweise gemeint, der Maler mehrere Räume streichen sollte?}	1	1
filler	1	-	Y	\qitem{Die meisten wissen, dass man sich mit Ina und Marie unterhalten kann, wenn man ihnen einen Kaffee zahlt.}{Wurde hier gesagt oder möglicherweise gemeint, dass Ina und Marie Kaffee trinken?}	1	2
RC	13	d-B	NA	\qitem{Der Bedienstete des Grafen, der extrem laute Kinder hatte, konnte nicht mehr.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Graf Kinder hatte?}	2	1
RC	14	d-A	NA	\qitem{Der Klassenlehrer des Schülers, der mehrere langhaarige Hunde hatte, mag ausgefallene Brillen.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Klassenlehrer Hunde hatte?}	2	2
RC	31	a-B	NA	\qitem{Die Gärtnerin der Bankerin, die andauernd heftige Migräne hatte, war nicht besonders gesprächig.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Bankerin Migräne hatte?}	2	1
filler	35	-	N	\qitem{Der Nachbar hat nie den Rasen gemäht, auch wenn der gar nicht gut aussieht.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Nachbar den Rasen gemäht hat?}	2	2
RC	8	a-A	NA	\qitem{Die Schneiderin der Geschäftsfrau, die sehr schwarzen Humor hatte, lachte viel.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Schneiderin schwarzen Humor mochte?}	2	2
RC	27	c-B	NA	\qitem{Die Ärztin des Bauern, die weithin bekannte Vorfahren hatte, war sehr neugierig.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Bauer bekannte Vorfahren hatte?}	2	2
filler	23	-	N	\qitem{Die Einhörner, die man sucht, obwohl man nie eines von ihnen gesehen hat, sollte man endlich in Ruhe lassen.}{Wurde hier gesagt oder möglicherweise gemeint, dass man Bären meist vergeblich sucht?}	2	2
filler	63	-	Y	\qitem{Der Obdachlose, mit dem Martin sich gestern unterhalten hat, hat sehr interessante Geschichten erzählt.}{Wurde hier gesagt oder möglicherweise gemeint, dass Martin gut unterhalten wurde?}	1	1
filler	31	-	N	\qitem{Ein Kind, das keine Ahnung hat, ist immer faul.}{Wurde hier gesagt oder möglicherweise gemeint, dass jenes Kind faul ist?}	1	2
RC	5	b-B	NA	\qitem{Die Tochter des Forschers, der schwere gesundheitliche Probleme hatte, spielte gerne Schach.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Forscher unter gesundheitlichen Problemen litt?}	1	1
RC	36	e-A	NA	\qitem{Der Visagist der Bürgermeisterin, die beeindruckend viel Ehrgeiz hatte, schrieb Gedichte.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Visagist ehrgeizig war?}	2	2
filler	15	-	Y	\qitem{Es kommt vor, dass Anne und Maike die Aufgabe nicht verstehen, obwohl man sie mehrfach erklärt.}{Wurde hier gesagt oder möglicherweise gemeint, dass Anne und Maike manchmal Aufgaben nicht verstehen?}	1	1
filler	67	-	Y	\qitem{Der Schotte, der an stürmischen Tagen seltsam beäugt wurde, hat nun beschlossen doch lieber Hosen zu tragen.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Schotte seltsam beäugt wurde?}	1	1
RC	33	f-B	NA	\qitem{Der Mentor der Doktorandin, der zwei kleine Kinder hatte, war kurz vor dem Verzweifeln.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Doktorandin Kinder hatte?}	2	2
RC	20	a-A	NA	\qitem{Die Retterin der Verunglückten, die eine schöne Wohnung hatte, bekam eine Auszeichnung.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Retterin eine helle Dachterassenwohnung hatte?}	2	1
RC	16	c-A	NA	\qitem{Die Managerin des Künstlers, die kristallklare blaue Augen hat, ist noch recht unerfahren.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Managerin kristallklare blaue Augen hat?}	1	1
RC	35	e-B	NA	\qitem{Der Optiker der Verkäuferin, die eine schwerwiegende Depression hatte, wurde überfallen.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Verkäuferin depressiv war?}	1	1
filler	29	-	Y	\qitem{Der Pharmavertreter, der mit vielen Ärzten befreundet ist, verdient erstaunlich wenig.}{Wurde hier gesagt oder möglicherweise gemeint, dass es Mediziner gibt, die den Pharmavertreter mögen?}	1	1
RC	28	c-A	NA	\qitem{Die Reisefüherin des Touristen, die eine dicke Hornbrille hatte, bekam ständig Anrufe.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Reisefüherin eine Brille trug?}	1	1
RC	32	a-A	NA	\qitem{Die Agentin der Sängerin, die einige silbergraue Strähnen hatte, wurde wegen Drogenbesitz festgenommen.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Agentin silbergraue Strähnen hatte?}	1	1
filler	53	-	N	\qitem{Während ihres Urlaubs auf dem Dorf wurde Britta schon früh am Morgen vom Krähen des Hahns geweckt.}{Wurde hier gesagt oder möglicherweise gemeint, dass Britta ausschlafen konnte?}	2	2
filler	45	-	N	\qitem{Gestern hat Maria keine Bücher gelesen.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Bücher gestern schon von Maria gelesen worden sind?}	2	2
filler	69	-	Y	\qitem{Alfons, dem niemand zugetraut hätte vor Publikum aufzutreten, legte eine beeindruckende Show hin.}{Wurde hier gesagt oder möglicherweise gemeint, dass Alfons aufgetreten ist?}	1	1
filler	25	-	N	\qitem{Der Wissenschaftler, der zwei Unfälle verursachte, obwohl er keinen von ihnen bemerkte, war betrunken.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Wissenschaftler beide Unfälle bemerkt hat?}	2	2
RC	19	a-B	NA	\qitem{Die Anwältin der Angeklagten, die kein bisschen Anstand hatte, hat sich verspätet.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Angeklagte hämisch grinste?}	2	2
filler	61	-	Y	\qitem{Der Student, der gestern abgeschrieben hat, ist nicht erwischt worden, obwohl er recht auffällig war.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Student bei der gestrigen Klausur mitgeschrieben hat?}	1	1
filler	47	-	Y	\qitem{Diesmal schickte die Großmutter die Geschenke schon im November, da sie im Dezember verreisen wollte.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Großmutter in den Urlaub fuhr?}	1	1
filler	27	-	N	\qitem{Dem Rockstar, der ein Drogenproblem hatte, wurde ein Entzug verordnet.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Rockstar in nächster Zeit auftreten können wird?}	2	2
filler	7	-	N	\qitem{Dass man sich bei Hans und Sophie entschuldigt, nachdem man ihnen den Parkplatz weggenommen hat, hilft nicht.}{Wurde hier gesagt oder möglicherweise gemeint, dass Hans und Sophie einen Parkplatzdiebstahl sofort vergeben?}	2	2
filler	37	-	N	\qitem{Der Linguist, der keine Versuche macht, ist kaum berühmt.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Linguist berühmt ist?}	2	2
filler	9	-	Y	\qitem{Es gehört zum guten Ton, dass man sich bei Ute und Pia bedankt, wenn man von ihnen ein Geschenk bekommen hat.}{Wurde hier gesagt oder möglicherweise gemeint, dass Ute und Pia gelegentlich Geschenke machen?}	1	2
RC	9	f-B	NA	\qitem{Der Trainer der Athletin, der einen fürchterlichen Schnupfen hatte, verlangte immer maximale Leistung.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Athletin einen Schnupfen hatte?}	2	2
RC	17	b-B	NA	\qitem{Die Beraterin des Politikers, der einen neuen Audi hatte, hat sich bewährt.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Politiker einen neuen Audi hatte?}	1	1
RC	26	d-A	NA	\qitem{Der Freund des Tänzers, der eine unheilbare Krankheit hatte, hört gerne Rockmusik.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Freund schwer krank war?}	1	1
filler	3	-	Y	\qitem{Es ist unnötig, dass man sich vor Lisa und Susi, wenn man ihnen einen schlechten Rat gegeben hat, fürchtet.}{Wurde hier gesagt oder möglicherweise gemeint, dass Lisa und Susi ungefährlich sind?}	1	2
RC	23	e-B	NA	\qitem{Der Steuerberater der Psychologin, die beschämend vernachlässigte Zähne hatte, hat eine Stauballergie.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Psychologin gelbe Zähne hatte?}	1	1
filler	57	-	N	\qitem{Christoph wurde trotz seiner Vorstrafen von einem nachsichtigen Richter auf Bewährung freigelassen.}{Wurde hier gesagt oder möglicherweise gemeint, dass Christoph ins Gefängnis musste?}	2	2
RC	18	b-A	NA	\qitem{Die Pflegerin des Rentners, der eine aufdringliche Art hatte, hat letzten Monat geheiratet.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Pflegerin Leuten zu nahe kam?}	2	2
filler	17	-	N	\qitem{Der Kutscher, der Bauern eigentlich mochte, auch wenn er einige von ihnen störte, wurde ganz traurig.}{Wurde hier gesagt oder möglicherweise gemeint, dass alle Bauern den Kutscher mochten?}	2	2
RC	22	f-A	NA	\qitem{Der Tutor der Studentin, der überschäumend gute Laune hatte, hatte die Regelstudienzeit schon langen überschritten.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Tutor gut gelaunt war?}	1	1
filler	19	-	Y	\qitem{Dem Manager, der die Hälfte der Belegschaft entließ, wurden von einigen von ihnen Drohbriefe geschickt.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Manager Post bekam?}	1	1
filler	39	-	Y	\qitem{Ein Arzt, der keinem Patienten zuhört, ist immer schlecht.}{Wurde hier gesagt oder möglicherweise gemeint, dass ein zuhörender Arzt gut ist?}	1	1
RC	11	e-B	NA	\qitem{Der Vertraute der Richterin, die viele gute Einfälle hatte, kannte viele Geheimnisse.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Richterin kreativ war?}	1	1
filler	33	-	Y	\qitem{Die Kinder, die den Vater nicht kritisierten, bekamen oft Eis.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Kinder Eis bekamen?}	1	1
RC	2	d-A	NA	\qitem{Der Buchhalter des Unternehmers, der viel goldenen Schmuck hat, hat momentan Urlaub.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Buchhalter viel Goldschmuck hat?}	1	2
RC	25	d-B	NA	\qitem{Der Onkel des Kassierers, der ein auffälliges Muttermal hatte, hat das Rauchen aufgegeben.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Kassierer ein grosses Muttermal hatte?}	1	1
filler	21	-	Y	\qitem{Dem Anwalt, der die Minister, weil er keinen von ihnen mochte, verklagte, wurde die Zulassung entzogen.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Anwalt sich einen neuen Beruf suchen muss?}	1	1
filler	11	-	N	\qitem{Dass man Sarah und Lina etwas zum Geburtstag schenkt, obwohl man sie nicht gut kennt, ist eine nette Geste.}{Wurde hier gesagt oder möglicherweise gemeint, dass Sarah und Lina es unangenehm finden, Geschenke zu erhalten?}	2	2
RC	10	f-A	NA	\qitem{Der Sekretär der Direktorin, der außergewöhnlich grosse Ohren hatte, überlegt sich zu kündigen.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Sekretär grosse Ohren hatte?}	1	1
filler	65	-	Y	\qitem{Ein Handwerker, der keinen Lehrling übernahm, obwohl einige zur Auswahl standen, hat nun ein Problem.}{Wurde hier gesagt oder möglicherweise gemeint, dass zunächst niemand übernommen worden ist?}	1	2
filler	49	-	N	\qitem{Matthias beeilte sich mit der Gartenarbeit, damit er rechtzeitig zum Fußballspiel fertig wurde.}{Wurde hier gesagt oder möglicherweise gemeint, dass Matthias ein Basketballspiel sehen wollte?}	2	2
RC	15	c-B	NA	\qitem{Die Angestellte des Bäckers, die regelmässig starke Hustenanfälle hat, überlegt zu kündigen.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Bäcker oft hustet?}	2	2
RC	29	b-B	NA	\qitem{Die Stylistin des Schauspielers, der große finanzielle Probleme hatte, trug eine Perücke.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Schauspieler Schulden hatte?}	1	1
filler	5	-	N	\qitem{Dass man sich mit Lena und Sonja, nachdem man ihnen eine Affäre nachgesagt hat, noch versteht, ist unmöglich.}{Wurde hier gesagt oder möglicherweise gemeint, dass Lena und Sonja es mögen, wenn man Gerüchte über sie verbreitet?}	2	2
RC	4	c-A	NA	\qitem{Die Kollegin des Detektiven, die einen großen Hund hatte, hatte öfter Probleme mit dem Finanzamt.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Kollegin einen großen Hund hatte?}	1	1
RC	21	f-B	NA	\qitem{Der Assistent der Zahnärztin, der einen eigenwilligen Haarschnitt hatte, war sehr selbstbewußt.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Zahnärztin einen Irokesen hatte?}	1	2
RC	7	a-B	NA	\qitem{Die Konkurrentin der Sportlerin, die einen ungewöhnlichen Namen hatte, hat sich verletzt.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Sportlerin komisch hiess?}	1	1
filler	59	-	Y	\qitem{Peters Rottweiler, der neulich ein Kind angefallen hat, muss nun eingeschläfert werden.}{Wurde hier gesagt oder möglicherweise gemeint, dass jemand verletzt wurde?}	1	1
RC	34	f-A	NA	\qitem{Der Cousin der Schriftstellerin, der eine tragische Vergangenheit hatte, fährt einen BMW.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Cousin eine schlimme Vergangenheit hatte?}	1	1
RC	24	e-A	NA	\qitem{Der Patient der Logopädin, die eine sportliche Figur hatte, spielte sehr gerne Klavier.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Patient muskulös war?}	2	2
filler	41	-	N	\qitem{Ohne zu wissen warum, aß der Mann ständig Süßigkeiten.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Mann wusste, warum er viele Süßigkeiten aß?}	2	2
filler	70	-	N	\qitem{Die Mutter, obwohl sie sehr gut aufgepasst hatte, konnte den Unfall nicht verhindern.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Mutter Schuld war?}	2	2
filler	43	-	N	\qitem{Mit viel Interesse ist keiner bei der Arbeit.}{Wurde hier gesagt oder möglicherweise gemeint, dass alle gerne arbeiten?}	2	2
RC	30	b-A	NA	\qitem{Die Schwägerin des Fotografen, der eine beeindruckende Privatbibliothek hatte, lebte in Wien.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Schwägerin viele Bücher hatte?}	2	2
RC	6	b-A	NA	\qitem{Die Friseuse des Regisseurs, der einen ausgezeichneten Ruf hatte, ist unbestimmt verzogen.}{Wurde hier gesagt oder möglicherweise gemeint, dass die Friseuse respektiert wurde?}	2	2
RC	3	c-B	NA	\qitem{Die Verlegerin des Autors, die einen österreichischen Akzent hatte, hat sich gemeldet.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Autor wie ein Österreicher sprach?}	2	2
RC	1	d-B	NA	\qitem{Der Bruder des Schneiders, der hübsche schwarze Locken hatte, hat sich verlobt.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Schneider lockige Haare hatte?}	1	1
filler	13	-	Y	\qitem{Dass Jana und Franzi, wenn man ihnen den Plan erklärt, mitmachen, ist möglich.}{Wurde hier gesagt oder möglicherweise gemeint, dass Jana und Franzi vielleicht mitmachen?}	1	1
RC	12	e-A	NA	\qitem{Der Schwiegersohn der Gitarristin, die einen ausgezeichneten Geschmack hatte, lachte eigentlich ständig.}{Wurde hier gesagt oder möglicherweise gemeint, dass der Schwiegersohn einen guten Geschmack hatte?}	2	2
filler	55	-	N	\qitem{Am Sonntag verkaufte der Bäcker so viele Brötchen, dass er sich am Montag einen freien Tag leisten konnte.}{Wurde hier gesagt oder möglicherweise gemeint, dass das Geschäft am Sonntag schlecht lief?}	2	2
